HGNC_Symbol,log2R_CNA,Z_Score
SNORA70,4,-0.0110
SNORA71,4,-0.0117
ACTL6B,4,-0.0117
ACTL6A,4,0.0036
SIRT4,2,-0.0098
SIRT5,4,-0.0073
SIRT6,3,-0.0027
SIRT7,2,-0.0069
F2,2,-0.0117
BIVM-ERCC5,4,-0.0117
F3,2,0.0341
SIRT1,2,0.0034
SIRT2,2,0.0111
F5,2,-0.0117
SIRT3,2,-0.0060
F7,4,-0.0117
F8,2,-0.0090
F9,3,-0.0117
TGIF2LX,2,-0.0117
OR10AK1P,2,-0.0117
TGIF2LY,NA,-0.0117
SNORA69,3,-0.0117
SNORA67,2,-0.0117
SNORA68,2,-0.0117
SNORA65,2,-0.0042
RNU6-673P,2,-0.0117
RN7SL582P,2,-0.0115
SNORA66,2,-0.0077
SNORA63,4,-0.0117
MDFI,4,-0.0117
SNORA64,3,-0.0117
FH,2,0.1080
ARL14EPL,2,-0.0117
AC020604.1,1,-0.0115
AC099654.1,4,-0.0117
AC099654.2,4,-0.0117
AC099654.3,4,-0.0117
AC099654.4,NA,-0.0117
AC099654.5,NA,-0.0117
AC099654.6,NA,-0.0117
AC099654.7,4,-0.0117
AC099654.8,NA,-0.0117
AC099654.9,NA,-0.0117
HLA-DMA,2,-0.0045
SNORA9B,2,-0.0077
HLA-DMB,4,-0.0116
GC,2,-0.0117
RN7SL581P,3,-0.0117
MDH1,2,0.0620
GK,2,-0.0088
MDH2,3,0.0479
HNRNPUL2-BSCL2,2,-0.0117
GGT3P,5,-0.0117
RNU6-675P,4,-0.0109
RN7SL580P,2,-0.0117
EEF1AKMT4-ECE2,4,-0.0117
RNU6-670P,4,-0.0117
HP,2,-0.0117
HR,2,-0.0115
AL732437.1,3,-0.0117
AL732437.2,NA,-0.0117
AL732437.3,NA,-0.0117
SRI-AS1,4,-0.0101
HPGDS,3,-0.0116
PABPC4L,2,-0.0115
GGT4P,NA,-0.0117
HLA-DOA,2,-0.0117
HLA-DOB,4,-0.0111
IK,2,0.0393
AC122719.1,2,-0.0117
AC122719.2,2,-0.0116
AC122719.3,2,-0.0117
VPS33A,2,-0.0072
AL365271.1,4,-0.0117
FRMD3-AS1,2,-0.0117
VPS33B,5,-0.0104
AP001825.3,2,-0.0111
AP001825.1,2,-0.0117
AP001825.2,2,-0.0117
AC092552.1,5,-0.0117
AC013248.1,2,-0.0117
AL132765.1,2,-0.0072
AL132765.2,4,-0.0116
PIGBOS1,2,-0.0005
AL512408.1,2,-0.0110
AP002893.1,2,-0.0117
NSMAF,2,0.0179
AL080313.1,2,-0.0117
AL080313.2,4,-0.0117
AC073878.1,4,-0.0116
AC073878.2,3,-0.0116
ECSCR,2,-0.0117
AC127024.6,2,-0.0114
AC127024.7,2,-0.0113
AC127024.4,2,-0.0103
AC127024.5,2,-0.0109
AC127024.2,2,-0.0114
AC127024.3,2,-0.0113
AC127024.1,2,-0.0117
RNU6-672P,2,-0.0110
AC127024.8,2,-0.0109
MDN1,4,0.0054
KL,2,-0.0117
NOP53-AS1,3,-0.0114
KY,2,-0.0113
ZC3HC1,4,0.0032
SNORA80C,3,-0.0117
AL162400.2,4,-0.0117
AC092802.3,4,-0.0117
AL162400.3,2,-0.0117
AC100779.1,NA,-0.0117
SNORA80D,3,-0.0031
AC092802.4,NA,-0.0117
SNORA80E,2,-0.0067
AL162400.1,2,-0.0117
MDM2,3,0.0252
HLA-DRA,4,-0.0105
MDM4,4,-0.0033
SNORA80A,2,0.0024
AC092802.1,4,-0.0115
AC092802.2,2,-0.0108
MDM1,2,-0.0078
SNORA80B,4,0.0232
AL731702.1,NA,-0.0116
SH2D4A,2,0.0632
ZYXP1,4,-0.0117
SH2D4B,2,-0.0117
GGT8P,4,-0.0116
MIR4662A,2,-0.0117
MIR4662B,2,-0.0117
WHSC1L2P,2,-0.0114
AL354836.1,2,-0.0088
AC129915.3,4,-0.0117
MAGOH2P,2,-0.0107
MB,2,-0.0116
HSPA2-AS1,0,-0.0117
MDP1,4,-0.0116
AC113403.1,2,-0.0117
SH2D3A,2,-0.0114
SH2D3C,2,-0.0114
VPS37C,2,-0.0023
VPS37D,4,-0.0082
VPS37A,2,0.0063
VPS37B,2,-0.0065
AL137818.1,4,-0.0115
AL162390.1,2,-0.0113
IL6RP1,2,-0.0117
OSTM1-AS1,4,-0.0117
RNFT2,2,-0.0115
COL15A1,2,0.0083
AC026356.1,2,-0.0109
AC026356.2,2,-0.0111
RNFT1,2,-0.0088
AC093635.1,4,-0.0113
Z97200.1,2,-0.0098
AC090155.2,2,-0.0117
MAGOH3P,2,-0.0100
AC090155.1,2,-0.0117
PC,2,-0.0065
AC007064.3,5,-0.0117
AC007064.4,NA,-0.0117
AC007064.1,2,-0.0117
AC007064.2,5,-0.0116
AL049543.1,2,-0.0117
NECTIN1-DT,2,-0.0115
PABPC1L,4,-0.0101
VPS35L,2,0.0127
SLC35C2P1,2,-0.0117
DHFR2,2,-0.0058
AC100872.2,2,-0.0117
TXNDC11,3,0.0068
TXNDC12,2,-0.0083
AL139231.1,2,-0.0117
AC100872.1,4,-0.0117
TXNDC15,2,0.0287
AL162151.3,NA,-0.0117
TXNDC16,2,-0.0024
TXNDC17,2,0.0061
AL162151.1,4,-0.0117
AL162151.2,2,-0.0097
AC022418.1,2,-0.0117
HNRNPCP10,3,-0.0117
AC019129.2,2,-0.0117
AC019129.1,2,-0.0116
AP002414.1,2,-0.0117
AP002414.4,3,-0.0114
AP002414.5,3,-0.0117
AP002414.2,2,-0.0113
TIMD4,2,-0.0117
AP002414.3,3,-0.0117
AC025278.2,2,-0.0117
AC025278.3,NA,-0.0117
AC025278.1,3,-0.0117
AC093875.1,2,-0.0117
MDS2,4,-0.0116
TMEM72-AS1,2,-0.0117
RNF11P1,2,-0.0116
RNF11P2,4,-0.0117
KIF9-AS1,4,-0.0106
MST1R,4,-0.0116
AC025038.1,2,-0.0116
AF107885.2,4,-0.0116
MST1L,4,-0.0115
SLC2A1-DT,4,-0.0114
OSGEP,2,-0.0026
AF107885.1,4,-0.0115
AC013738.1,2,-0.0117
SI,4,-0.0117
AC016629.2,3,-0.0116
AC016629.3,3,-0.0116
AC016629.1,3,-0.0117
AC078922.1,2,-0.0117
AP000354.1,5,-0.0114
TF,2,-0.0117
TG,4,-0.0114
AC022167.2,2,-0.0110
TH,2,-0.0117
AC022167.3,3,-0.0109
AC022167.4,3,-0.0117
AC022167.1,3,-0.0117
U2,2,-0.0117
U3,2,-0.0117
AC018635.1,4,-0.0117
AC018635.2,4,-0.0117
U4,2,-0.0114
U6,NA,-0.0114
U7,5,-0.0117
AC078828.1,2,-0.0117
CLYBL,4,-0.0115
GGTA1,2,-0.0117
AC009950.1,2,-0.0115
AC009950.2,2,-0.0117
HYAL1,2,0.0074
HYAL2,4,0.0025
HYAL3,2,-0.0097
HYAL4,3,-0.0117
AC023830.2,2,-0.0117
MCCD1P2,4,-0.0117
AC023830.3,3,-0.0113
AC023830.1,3,-0.0114
MCCD1P1,2,-0.0117
THUMPD3-AS1,4,-0.0075
AL844175.1,3,-0.0117
AC116535.1,2,-0.0114
ALS2CL,4,-0.0115
PLEKHG4B,2,-0.0117
MIR99AHG,2,-0.0116
XG,3,0.0659
XK,2,-0.0116
THEMIS2,4,-0.0098
GLB1L,4,-0.0036
AL392089.1,2,-0.0117
TRBV11-1,4,-0.0117
TRBV11-2,4,-0.0117
AL137078.1,2,-0.0117
TRBV11-3,4,-0.0117
AL137078.2,4,-0.0117
PAMR1,2,-0.0022
RBPMSLP,2,-0.0114
AC034198.1,2,-0.0117
AC034198.2,2,-0.0089
AC118344.1,3,-0.0109
AC118344.2,3,-0.0112
DKC1,2,0.0102
AC079610.1,2,-0.0114
AC079610.2,2,-0.0117
BX119904.1,2,-0.0117
AC104985.3,2,-0.0117
RPL18P10,4,-0.0112
AC104985.1,2,-0.0117
AC104985.2,2,-0.0117
RPL18P11,5,-0.0117
AC022898.1,2,-0.0117
AC022898.2,2,-0.0115
RPL18P13,2,-0.0117
AC003682.1,2,-0.0112
HCAR2,2,-0.0117
TRGC1,4,-0.0117
HCAR3,2,-0.0117
AL117328.1,2,-0.0117
AL117328.2,6,-0.0117
HCAR1,2,-0.0112
TRGC2,4,-0.0117
PBX2P1,2,-0.0117
CARNMT1-AS1,2,-0.0110
AC079360.1,2,-0.0117
IGHV3OR16-6,2,-0.0117
AC005014.4,4,-0.0115
IGHV3OR16-7,2,-0.0117
IGHV3OR16-8,2,-0.0117
AC005014.2,3,-0.0115
ACTL10,2,-0.0117
AC005014.3,3,-0.0114
IGHV3OR16-9,2,-0.0117
AC005014.1,4,-0.0117
TTLL1-AS1,6,-0.0114
MEA1,4,0.0079
JKAMPP1,2,-0.0117
SNORA79B,4,0.0557
RN7SL578P,3,-0.0117
AL451047.1,4,-0.0113
AC090644.1,2,-0.0115
AC098826.3,4,-0.0117
AC098826.1,2,-0.0117
AC098826.2,2,-0.0117
RNU6-669P,2,-0.0117
IGHV1OR16-4,2,-0.0117
AKR1B1P6,3,-0.0117
AKR1B1P7,3,-0.0117
AKR1B1P4,4,-0.0117
AKR1B1P5,2,-0.0117
AKR1B1P2,4,-0.0117
IGHV1OR16-1,2,-0.0117
AKR1B1P3,2,-0.0117
IGHV1OR16-2,3,-0.0117
AKR1B1P1,4,-0.0116
RN7SL577P,2,-0.0105
IGHV1OR16-3,3,-0.0117
AP001432.1,2,-0.0090
AC008539.1,2,-0.0117
AP000844.1,2,-0.0116
AL450313.1,2,-0.0117
AP000844.2,2,-0.0112
AL392183.1,4,-0.0117
OR7K1P,2,-0.0117
AKR1B1P8,3,-0.0117
AL353612.1,2,-0.0117
MIR6086,2,-0.0117
AL353612.2,2,-0.0117
MIR6084,2,-0.0117
MIR6085,5,-0.0117
MIR6082,2,-0.0117
MIR6083,2,-0.0117
MIR6080,2,-0.0117
MIR6081,2,-0.0025
ABCA12,2,-0.0117
ABCA13,3,-0.0117
GSTM5P1,2,-0.0117
AC023245.2,4,-0.0117
ADNP2,3,0.0063
AC023245.1,2,-0.0117
SNORA73A,2,-0.0117
SNORA73B,4,2.0330
MIR6088,3,-0.0117
MIR6089,NA,-0.0117
MIR6075,2,-0.0109
MIR6076,2,-0.0117
MED1,2,0.0023
MIR6073,2,-0.0117
MECR,2,-0.0023
MIR6074,3,-0.0117
AP003733.1,2,-0.0117
MIR6071,4,-0.0107
AP003733.2,2,-0.0117
MIR6072,2,-0.0117
MIR6070,2,-0.0117
MED8,4,0.0219
MED9,2,-0.0082
AP003733.3,2,-0.0115
MED4,2,-0.0019
DKK1,2,0.1074
MED6,4,-0.0037
DKK2,3,-0.0115
DKK3,2,0.0063
MED7,2,-0.0013
DKK4,4,-0.0114
AC012360.2,2,-0.0108
AC012360.3,2,-0.0104
GET1-SH3BGR,3,-0.0117
ABCA10,2,-0.0112
AC012360.1,4,-0.0115
RN7SL598P,4,-0.0117
SNORA74A,2,0.1157
SNORA74B,2,0.0280
RNU6-689P,2,-0.0117
MIR6079,4,-0.0117
SNORA74D,2,0.0103
GPLD1,4,-0.0114
MIR6077,2,-0.0095
MIR6078,3,-0.0117
OSER1,2,0.0221
MEG3,4,-0.0047
AC009126.1,2,-0.0114
AL157936.1,NA,-0.0114
VPS26C,3,0.0147
SULT6B2P,2,-0.0117
VPS26A,2,0.0141
VPS26B,2,0.0064
MEFV,2,-0.0116
MEG8,4,-0.0117
SNORD111B,3,-0.0091
MEG9,2,-0.0108
AC113404.3,2,-0.0099
RN7SL597P,4,-0.0102
SNORA75B,2,-0.0117
AC107220.1,2,-0.0117
MIR6068,2,-0.0117
MIR6069,2,-0.0107
AC113404.1,2,-0.0117
AC113404.2,2,-0.0117
AC073387.2,4,-0.0117
AL133453.1,4,-0.0117
AC073387.1,4,-0.0117
SNORA77B,2,-0.0117
AC131971.1,2,-0.0103
MIR3936HG,2,-0.0114
RN7SL596P,2,-0.0117
FRMPD2B,2,-0.0116
MEI1,6,-0.0116
MEI4,2,-0.0117
AL451140.1,2,-0.0117
RNU6-686P,5,-0.0117
ZC3H10,2,-0.0094
AC020595.1,2,-0.0117
SNORA70D,3,-0.0111
GCFC2,2,-0.0063
SNORA70E,2,-0.0117
SNORA70F,2,-0.0096
SNORA70G,2,-0.0098
SNORA70H,4,-0.0113
AC006236.1,2,-0.0117
SNORA70I,2,-0.0117
AL807757.1,2,-0.0113
SNORA70J,2,-0.0117
AL807757.2,2,-0.0114
RN7SL594P,2,-0.0117
Z83820.1,3,-0.0117
SNORA70B,2,-0.0117
RNU6-685P,4,-0.0117
SNORA70C,2,-0.0117
AC091868.1,2,-0.0117
AC091868.2,2,-0.0117
SNORA71E,2,-0.0117
AL953883.1,NA,-0.0117
LIMD1-AS1,4,-0.0115
SNORA71A,4,-0.0117
SNORA71B,2,-0.0064
SNORA71C,2,-0.0117
UBE3AP2,3,-0.0117
SNORA71D,2,-0.0117
AC123786.1,2,-0.0117
AC123786.2,2,-0.0117
AC123786.3,NA,-0.0117
AC026117.1,4,-0.0116
BET1-AS1,3,-0.0112
MIR6090,2,-0.0117
AC118345.1,2,-0.0117
MSRB2,3,0.0190
RNU6-687P,2,-0.0117
MSRB3,2,0.0386
AC108099.1,2,-0.0117
RN7SL592P,2,-0.0117
MSRB1,2,-0.0017
AL080312.1,4,-0.0117
AL080312.2,4,-0.0117
RNU6-682P,2,-0.0117
OR7E84P,NA,-0.0117
COL16A1,2,0.0393
AC025768.1,2,-0.0117
AC013489.3,2,-0.0117
AC013489.1,5,-0.0117
VSTM2A-OT1,4,-0.0117
MEN1,2,-0.0036
AC013489.2,5,-0.0117
RN7SL591P,2,-0.0117
RNF43,2,-0.0117
RNF44,2,-0.0102
AL589765.7,2,-0.0117
RNU6-681P,4,-0.0097
OR7E83P,2,-0.0117
AL589765.5,2,-0.0117
AL589765.6,2,-0.0117
AL589765.3,2,-0.0117
AL589765.4,4,-0.0115
RNF40,2,0.0182
RNF41,2,0.0417
AC100778.1,3,-0.0112
AC009220.3,4,-0.0112
AC100778.2,3,-0.0108
AC009220.1,3,-0.0114
AC100778.3,3,-0.0105
AC100778.4,2,-0.0116
AC009220.2,4,-0.0115
MELK,2,-0.0045
AL589765.1,4,-0.0116
AL589765.2,2,-0.0117
OR7E86P,2,-0.0117
AL161717.1,NA,-0.0117
AL159987.1,2,-0.0117
AL159987.2,2,-0.0117
NCK1-DT,2,-0.0115
OARD1,2,-0.0067
RNU6-684P,4,-0.0117
AC122718.1,2,-0.0111
OR7E85P,2,-0.0117
CYP3A54P,3,-0.0117
AC122718.2,2,-0.0096
AL136979.1,2,-0.0117
PALB2,2,-0.0031
FOLR1P1,2,-0.0117
RNF10,2,0.0292
RNF11,4,0.1036
RNF13,2,0.0175
RNF14,2,0.0231
TREM2,2,-0.0108
DNM1P5,2,-0.0117
TREM1,2,-0.0117
AC008871.1,2,-0.0112
FKBP9P1,3,-0.0107
AL078582.1,2,-0.0116
AF013593.1,3,-0.0117
AL078582.2,4,-0.0116
RNF17,2,-0.0117
OR7E89P,2,-0.0117
OR7E87P,2,-0.0117
MEPE,3,-0.0117
RANGAP1,6,0.0062
IL3RA,NA,-0.0098
SSX2IP,4,-0.0073
RNF31,4,-0.0116
RNU6-680P,2,-0.0117
RNF32,4,-0.0115
AC006330.1,3,-0.0109
SMARCD1,2,0.0009
SMARCD2,2,0.0532
SMARCD3,3,0.0141
RNF34,2,0.0042
AC112715.1,4,-0.0106
RNF38,2,-0.0049
ITLN1,4,-0.0110
AC106871.1,2,-0.0117
ITLN2,4,-0.0108
MYL6B-AS1,2,-0.0116
MESD,5,0.0124
RNF39,2,-0.0104
MEST,3,0.2720
RNF20,2,0.0137
SMARCE1,2,-0.0106
RNF24,4,-0.0036
RNF25,4,0.0156
RNF26,2,-0.0045
AL365272.1,4,-0.0116
C2orf69P3,3,-0.0117
C2orf69P4,3,-0.0117
PNRC1,2,0.0426
C2orf69P1,3,-0.0117
PNRC2,4,0.0525
C2orf69P2,2,-0.0117
AC091962.1,2,-0.0117
TRMT61A,4,-0.0014
TRMT61B,2,-0.0016
AL031710.1,3,-0.0115
AL031710.2,3,-0.0116
STIM2-AS1,2,-0.0113
Z74696.1,3,-0.0117
AL160004.1,2,-0.0117
AL160004.2,4,-0.0117
AC005253.1,3,-0.0107
AC005253.2,3,-0.0117
MIR320B1,4,-0.0117
MIR320B2,2,-0.0113
AC022022.1,1,-0.0115
AC022022.2,2,-0.0108
AFG3L2,3,0.0128
COX7A2L,4,0.0355
RELCH,2,0.0007
AL390860.1,4,-0.0117
GPM6A,2,-0.0117
AC018730.1,2,-0.0117
BRI3BPP1,2,-0.0116
C17orf107,2,-0.0113
AC022417.1,2,-0.0112
C17orf100,2,-0.0109
IFNL3P1,2,-0.0117
MIR320D1,2,-0.0111
MIR320D2,3,-0.0117
GPM6B,2,-0.0113
C17orf113,2,-0.0112
C17orf114,2,-0.0105
TREX1,2,-0.0117
TREX2,3,-0.0113
IGFL2,2,-0.0116
IGFL3,3,-0.0113
IGFL1,3,-0.0117
AL359732.1,NA,-0.0116
CDAN1,2,-0.0063
IGFL4,3,-0.0116
ITM2A,3,-0.0117
MIR320C1,2,-0.0114
MIR320C2,3,-0.0117
ITM2B,4,0.0673
RAB40AL,2,-0.0117
ITM2C,2,0.0543
AC124864.1,2,-0.0117
AC124864.2,3,-0.0117
AC025039.1,2,-0.0117
AC116534.1,2,-0.0117
QRFP,2,-0.0108
EPM2AIP1,4,0.0010
SNORD109B,2,-0.0117
AC007314.1,4,-0.0114
SNORD109A,2,-0.0117
AC024563.2,2,-0.0117
AC080014.1,4,-0.0115
GNPNAT1,4,-0.0025
AC003098.1,2,-0.0117
STK24P1,2,-0.0117
AC024563.1,2,-0.0117
DLAT,2,0.0153
AC093730.1,3,-0.0117
RSPRY1,2,0.0064
CYP3A52P,3,-0.0117
AVPR1B,2,-0.0117
CABYRP1,2,-0.0117
AVPR1A,2,-0.0117
MSS51,2,-0.0093
IGFN1,4,-0.0111
MKLN1-AS,3,-0.0106
PALD1,2,-0.0116
RPUSD4,2,0.0032
AC022168.1,2,-0.0117
RPUSD1,3,-0.0002
RPUSD2,2,-0.0018
RPUSD3,2,-0.0039
GLTPP1,2,-0.0117
RCC2-AS1,2,-0.0117
GAGE12G,2,-0.0117
GAGE12H,3,-0.0117
GAGE12E,2,-0.0117
GAGE12F,2,-0.0117
GAGE12C,3,-0.0117
GAGE12D,3,-0.0117
RPS10-NUDT3,4,-0.0117
CYP3A51P,4,-0.0113
GAGE12B,3,-0.0117
NCR3LG1,2,0.0052
GAGE12J,2,-0.0117
AL359878.1,2,-0.0111
MUC12-AS1,3,-0.0107
AL359878.2,2,-0.0117
PDZK1IP1,2,-0.0117
UBE2E1-AS1,4,-0.0115
Z74696.2,3,-0.0117
PDXDC2P,3,-0.0114
DLC1,2,0.0370
AC092800.1,4,-0.0115
AC104984.4,2,-0.0113
SIRPD,2,-0.0117
AC104984.5,2,-0.0113
AC016868.1,4,-0.0117
SIRPG,4,-0.0117
SNORD105B,3,-0.0087
AC055764.1,3,-0.0108
AC104984.1,2,-0.0117
AC055764.2,2,-0.0107
AC104984.2,2,-0.0099
SDR9C7,2,-0.0117
AC104984.3,2,-0.0111
AL117327.1,2,-0.0113
TNFRSF14-AS1,2,-0.0114
NUSAP1,2,-0.0116
SIRPA,2,0.0026
AL391844.1,2,-0.0117
TBCCD1,4,-0.0035
PAM16,2,-0.0112
AC112225.1,2,-0.0117
GLTPD2,2,-0.0107
AL392088.1,2,-0.0117
RGS9BP,2,-0.0115
AL392088.2,NA,-0.0117
ELMO1,4,-0.0117
ELMO2,4,-0.0005
ELMO3,2,-0.0103
RELL1,2,-0.0006
OR7L1P,3,-0.0117
AP000843.1,2,-0.0117
RELL2,2,-0.0094
TRBV10-1,3,-0.0117
TRBV10-2,4,-0.0117
TRBV10-3,4,-0.0117
AP000593.2,2,-0.0117
AP000593.3,2,-0.0114
AP000593.1,2,-0.0117
AL137077.2,NA,-0.0112
RSL24D1P11,2,-0.0117
AP000593.4,2,-0.0117
AL137077.1,4,-0.0116
AC034207.1,2,-0.0116
AC079851.1,NA,-0.0117
AC022511.1,2,-0.0117
ZC3H18,2,-0.0042
ZC3H13,4,0.0003
ZC3H14,4,-0.0037
ZC3H15,4,0.0420
AL442128.2,2,-0.0111
AL442128.1,4,-0.0117
ADGRA1-AS1,2,-0.0117
AL513475.1,4,-0.0115
AL513475.2,2,-0.0113
DLG1,3,0.0038
DLG2,2,-0.0115
DLG3,3,-0.0075
DLG4,2,-0.0092
DLG5,2,0.0041
CLASRP,2,-0.0046
PALS2,3,-0.0057
PALS1,2,-0.0054
AC003681.1,5,-0.0114
ARHGEF19-AS1,2,-0.0117
ZC3H7A,2,0.0047
ZC3H7B,2,0.0216
MTRES1P1,2,-0.0117
BBOX1-AS1,2,-0.0115
AC026700.1,2,-0.0116
AC016722.2,4,-0.0104
PALLD,2,0.0182
CHMP3,4,0.0154
AC016722.1,1,-0.0112
CHMP6,2,-0.0007
AC005013.1,4,-0.0117
ECT2L,2,-0.0115
CHMP7,2,0.0106
CHMP5,2,0.0588
PCNPP3,3,-0.0117
PCNPP4,2,-0.0117
PCNPP5,2,-0.0114
AL139232.1,2,-0.0117
AP003972.1,2,-0.0117
SNORA68B,3,-0.0115
RN7SL589P,2,-0.0113
PALM3,3,-0.0116
AC100871.1,2,-0.0117
RPH3AL-AS1,2,-0.0117
DLL1,4,-0.0092
AC100871.2,4,-0.0117
PCNPP1,2,-0.0105
DLL3,3,-0.0116
PCNPP2,2,-0.0117
DLL4,2,-0.0117
IGFBPL1,2,-0.0117
PALMD,4,-0.0111
CLASP1,2,0.0035
CLASP2,4,-0.0022
AC025279.3,2,-0.0117
AL451046.1,2,-0.0117
AL451046.2,4,-0.0117
ZNF114-AS1,2,-0.0117
SPRING1P2,2,-0.0117
AC025279.1,2,-0.0117
AL445213.1,2,-0.0117
AC025279.2,2,-0.0117
AL445213.2,NA,-0.0117
DLK1,4,-0.0117
DLK2,4,-0.0113
SPRING1P1,2,-0.0117
AC098827.1,2,-0.0117
FLJ12825,2,-0.0113
AC097015.1,NA,-0.0106
NOC2L,4,0.0212
AL033527.3,NA,-0.0115
AL033527.1,4,-0.0117
AL033527.2,4,-0.0117
TUB-AS1,2,-0.0117
SLC5A4-AS1,2,-0.0117
AC092798.1,2,-0.0107
AC079905.1,2,-0.0117
AC079905.2,2,-0.0116
AC069287.2,2,-0.0117
AC069287.3,2,-0.0117
AL022098.1,4,-0.0117
AC069287.1,2,-0.0117
AC012613.1,2,-0.0115
AC012613.2,2,-0.0116
RABL3,2,-0.0030
NOBOX,4,-0.0117
RABL6,3,0.0006
CDCA2,4,-0.0106
CDCA3,2,-0.0113
CDCA4,4,-0.0058
CDCA5,2,-0.0110
OR7E90P,2,-0.0117
CDCA7,2,-0.0116
CDCA8,2,-0.0110
AC026358.1,2,-0.0116
AC021087.4,2,-0.0117
AC021087.5,2,-0.0115
AC021087.2,2,-0.0113
AC021087.3,2,-0.0115
AL683826.1,2,-0.0117
AC021087.1,2,-0.0104
AL135905.1,4,-0.0094
AL135905.2,2,-0.0114
FUCA1,2,0.0290
FUCA2,4,0.0624
AC110753.1,2,-0.0117
MAGOHB,2,-0.0062
TTC32-DT,2,-0.0114
AC136431.1,3,-0.0117
AC136431.2,NA,-0.0116
MTCYBP40,2,-0.0117
MTCYBP41,2,-0.0117
AC060234.3,2,-0.0117
AL157937.1,2,-0.0117
MTCYBP42,3,-0.0117
MTCYBP43,2,-0.0117
MTCYBP44,3,-0.0117
MTCYBP45,2,-0.0117
CFAP97D1,2,-0.0117
CFAP97D2,NA,-0.0117
PANX1,2,0.0274
PANX2,2,-0.0111
PIN1P1,4,-0.0117
AC005884.1,2,-0.0116
AC060234.1,2,-0.0117
AC060234.2,2,-0.0117
AC005884.2,2,-0.0117
MIR3688-1,2,-0.0117
MIR3688-2,2,-0.0117
TUBB2BP1,2,-0.0117
PANX3,2,-0.0117
AC092652.1,2,-0.0117
AC211469.1,3,-0.0117
AC211469.2,4,-0.0114
OR7E91P,2,-0.0117
MTCYBP31,2,-0.0117
MTCYBP32,2,-0.0117
MTCYBP33,2,-0.0117
MTCYBP34,2,-0.0117
MTCYBP35,2,-0.0117
MTCYBP36,2,-0.0117
MTCYBP37,2,-0.0117
SLC7A4,5,-0.0113
MTCYBP38,3,-0.0117
SLC7A5,2,0.0075
MTCYBP39,2,-0.0117
SLC7A6,3,-0.0086
SLC7A7,2,-0.0104
SLC7A8,4,-0.0094
SLC7A9,2,-0.0117
WWOX-AS1,2,-0.0116
NUP62CL,2,-0.0117
AC078929.1,2,-0.0117
CACUL1,2,0.0036
AC092652.2,2,-0.0117
AL450163.1,4,-0.0117
ELOF1,2,0.0021
AC003101.3,2,-0.0117
OR7E94P,3,-0.0117
AC003101.1,2,-0.0108
AC003101.2,2,-0.0107
DLST,2,0.0329
SREBF2-AS1,2,-0.0112
NOC4L,2,-0.0020
AL391987.1,3,-0.0117
AL391987.2,2,-0.0115
AL391987.3,3,-0.0117
SLC7A1,2,0.0030
AL391987.4,3,-0.0116
SLC7A2,2,-0.0116
SLC7A3,3,-0.0117
RAPGEF4-AS1,4,-0.0117
MFN1,4,0.0193
MFN2,2,0.0188
P4HTM,4,-0.0024
AC009365.1,4,-0.0117
AC009365.2,4,-0.0117
AL161662.1,2,-0.0116
HOXA10-AS,4,-0.0112
OR7E93P,4,-0.0117
NOC3L,2,0.0146
AC004076.1,2,-0.0116
AC004076.2,3,-0.0115
RABIF,4,-0.0059
AL121936.1,NA,-0.0117
OR7E96P,2,-0.0117
AC007218.1,2,-0.0117
AC007218.2,3,-0.0117
AL354936.1,4,-0.0117
AC007218.3,3,-0.0117
ADORA3,2,-0.0117
ADORA1,4,-0.0108
AL157687.1,4,-0.0117
AC009365.3,4,-0.0111
TFIP11-DT,2,-0.0101
LINCMD1,4,-0.0117
AC144522.1,2,-0.0117
AC084365.1,2,-0.0117
BX004807.1,2,-0.0116
AL161912.1,2,-0.0117
AL161912.2,2,-0.0117
AL161912.3,2,-0.0117
AL161912.4,2,-0.0117
AC008870.3,2,-0.0117
AC008870.4,2,-0.0114
AC008870.5,2,-0.0117
MFNG,6,-0.0117
AC097505.1,2,-0.0116
OR10AE1P,4,-0.0117
COX7CP1,2,-0.0102
IL6ST,2,0.1985
AC012519.1,2,-0.0117
CHODL,3,-0.0117
COL17A1,2,-0.0116
DLX1,2,-0.0114
DLX2,2,-0.0116
DLX3,2,-0.0113
DLX4,2,-0.0117
DLX5,3,-0.0113
DLX6,4,-0.0117
MIR3198-2,2,-0.0117
MIR3198-1,2,-0.0117
MTCYBP20,4,-0.0117
MTCYBP21,2,-0.0117
MTCYBP22,2,-0.0117
AL356259.1,4,-0.0117
MTCYBP23,2,-0.0116
CORO1A,3,-0.0116
MTCYBP24,4,-0.0117
CORO1B,2,0.0338
CORO1C,2,0.0886
MTCYBP27,4,-0.0117
MTCYBP28,2,-0.0117
MTCYBP29,3,-0.0117
AC110023.1,5,-0.0117
OR7E99P,2,-0.0117
SLC14A1,2,-0.0079
OR7E97P,4,-0.0117
SLC14A2,3,-0.0117
CHMP4AP1,2,-0.0117
ELOA2,3,-0.0116
MTCYBP10,4,-0.0117
MTCYBP11,4,-0.0117
MTCYBP12,2,-0.0117
CORO2A,2,-0.0114
CORO2B,5,-0.0109
MTCYBP13,2,-0.0117
MTCYBP14,4,-0.0117
MTCYBP15,4,-0.0117
MTCYBP16,3,-0.0117
MTCYBP17,2,-0.0117
MTCYBP18,2,-0.0117
MTCYBP19,2,-0.0117
AC012363.1,2,-0.0117
AC012363.2,2,-0.0117
AC108206.1,2,-0.0117
OR10AE3P,2,-0.0117
